nb_www,phish_hints,nb_hyperlinks,length_words_raw,domain_in_title,ratio_intHyperlinks,ratio_extHyperlinks,domain_age,web_traffic,page_rank,url_len,hostname_len,space_count,digit_ratio_url,status
0,0,267,5,1,0.958801498,0.041198502,12471,5469,5,56,18,0,0.0,0
1,1,31,14,1,0.483870968,0.516129032,-1,0,0,155,14,0,0.6666666666666666,1
1,0,1067,4,0,0.868791003,0.131208997,8965,70,8,38,12,0,0.22580645161290322,0
0,0,0,11,1,0.0,0.0,5614,0,5,72,45,0,0.125,1
0,0,77,5,1,0.883116883,0.116883117,4238,18680,5,42,13,0,0.3125,0
1,0,55,8,0,0.745454545,0.254545455,7919,5635,6,61,12,0,0.12962962962962962,0
1,0,103,2,1,0.951456311,0.048543689,8453,3749732,2,22,15,0,0.0,0
1,0,51,2,1,0.725490196,0.274509804,4671,5144638,3,25,17,0,0.0,0
1,1,87,4,1,0.344827586,0.655172414,-1,0,0,44,26,0,0.0,1
0,1,27,7,1,1.0,0.0,971,4716690,3,102,15,0,0.3246753246753247,1
0,0,0,9,1,0.0,0.0,5613,0,5,79,60,0,0.4107142857142857,1
0,0,232,7,1,0.362068966,0.637931034,6057,41,8,70,17,0,0.12903225806451613,0
0,0,14,2,1,0.071428571,0.928571429,7295,0,5,30,23,0,0.034482758620689655,1
1,0,65,6,1,0.876923077,0.123076923,8046,2603,6,50,20,0,0.0,0
0,1,3,15,1,1.0,0.0,725,23941,1,120,39,0,0.21212121212121213,1
1,0,28,3,1,0.321428571,0.678571429,-1,196420,4,32,21,0,0.0,0
0,0,81,9,1,0.395061728,0.604938272,7445,3357138,8,72,23,0,0.014084507042253521,0
1,0,52,5,0,0.557692308,0.442307692,5639,2,10,43,15,0,0.0,0
1,0,10,2,0,0.9,0.1,4514,0,2,26,17,0,0.0,0
0,0,0,7,1,0.0,0.0,5627,0,5,52,43,0,0.20930232558139536,1
1,1,486,5,0,0.944444444,0.055555556,9226,771,6,40,13,0,0.02564102564102564,0
1,2,12,13,1,0.333333333,0.666666667,4197,0,1,76,15,0,0.10144927536231885,1
1,0,62,3,0,1.0,0.0,5894,35,10,32,17,0,0.03225806451612903,0
0,0,51,7,1,1.0,0.0,3992,5707171,0,76,50,0,0.13432835820895522,1
0,0,1561,2,0,0.999359385,0.000640615,-1,0,3,20,13,0,0.0,0
0,1,10,8,0,0.0,1.0,8348,1,10,77,16,0,0.04054054054054054,1
1,0,35,5,1,0.228571429,0.771428571,4184,635867,3,48,19,0,0.0,1
0,0,0,3,1,0.0,0.0,1461,648670,2,34,17,0,0.0,1
0,0,51,13,1,1.0,0.0,3993,5707171,0,128,50,0,0.16363636363636364,1
1,0,73,4,1,0.945205479,0.054794521,5397,474447,4,39,19,0,0.0,0
0,0,45,5,1,0.177777778,0.822222222,3890,173,10,47,16,0,0.0,0
0,0,51,13,1,1.0,0.0,3992,5697976,0,126,50,0,0.21153846153846154,1
0,1,5,4,1,0.4,0.6,3976,0,0,31,11,0,0.2916666666666667,1
1,0,70,9,0,0.542857143,0.457142857,8032,79696,6,61,11,0,0.0,0
0,1,1,4,1,1.0,0.0,1901,0,0,43,35,0,0.10256410256410256,1
1,2,38,24,1,0.421052632,0.578947368,-1,10524904,0,159,6,0,0.08163265306122448,1
0,0,174,5,0,0.902298851,0.097701149,6212,3128,5,48,16,0,0.0,0
1,0,102,8,0,0.803921569,0.196078431,5117,39877,5,54,12,0,0.038461538461538464,0
1,0,177,2,0,1.0,0.0,2695,1453975,1,24,16,0,0.0,0
0,0,30,4,1,0.966666667,0.033333333,5756,0,2,77,23,0,0.42592592592592593,1
0,0,75,2,1,0.44,0.56,7296,0,5,35,27,0,0.0,0
1,0,74,2,1,0.445945946,0.554054054,3965,0,2,33,25,0,0.0,0
1,0,56,6,1,0.857142857,0.142857143,8043,2572,6,50,20,0,0.0,0
0,1,34,8,1,1.0,0.0,-1,0,0,76,44,0,0.013333333333333334,1
1,0,609,2,1,0.991789819,0.008210181,5621,1650338,4,21,13,0,0.0,0
1,0,875,2,1,0.812571429,0.187428571,4259,7732775,3,27,19,0,0.0,0
1,1,0,11,1,0.0,0.0,8427,0,2,84,59,0,0.05,1
0,0,13,2,1,0.076923077,0.923076923,7295,0,5,44,37,0,0.0,1
1,0,41,2,0,0.512195122,0.487804878,-1,4098901,2,22,14,0,0.0,0
1,0,417,8,0,0.944844125,0.055155875,6317,8160,6,68,18,0,0.07936507936507936,0
0,1,5,17,1,1.0,0.0,2660,0,4,262,213,0,0.17488789237668162,1
1,0,164,8,1,0.493902439,0.506097561,6377,7962,5,53,19,0,0.0392156862745098,0
1,0,66,4,1,0.954545455,0.045454545,-1,608816,5,49,24,0,0.0,0
0,1,1,6,1,1.0,0.0,4411,0,2,50,13,0,0.06382978723404255,1
0,0,133,4,0,0.939849624,0.060150376,2348,242805,2,53,26,0,0.0,0
0,0,1,9,1,0.0,1.0,7083,17964,3,265,27,0,0.15217391304347827,1
0,0,110,2,1,0.918181818,0.081818182,3100,249619,0,37,29,0,0.027777777777777776,0
1,0,291,2,0,0.920962199,0.079037801,-1,224845,3,24,15,0,0.0,0
0,2,1,7,1,1.0,0.0,-1,9417793,0,61,20,0,0.0,1
0,3,26,14,1,1.0,0.0,2668,0,0,163,15,0,0.4818181818181818,1
0,0,51,13,1,1.0,0.0,3992,5707171,0,127,50,0,0.1651376146788991,1
0,0,0,15,1,0.0,0.0,9956,18344,5,105,22,0,0.20689655172413793,0
1,0,3,3,1,0.666666667,0.333333333,7812,0,0,29,17,0,0.0,1
0,0,131,1,1,0.687022901,0.312977099,2442,1127025,1,18,10,0,0.0,1
1,0,129,2,1,0.80620155,0.19379845,-1,1120148,4,33,25,0,0.0,0
0,0,23,2,1,0.086956522,0.913043478,7309,0,5,31,22,0,0.0,1
0,0,89,4,1,0.842696629,0.157303371,6478,0,1,36,15,0,0.0,1
0,1,0,11,1,0.0,0.0,7858,586042,4,77,16,0,0.0,1
1,0,0,2,0,0.0,0.0,5909,903479,1,21,13,0,0.0,0
0,0,32,9,1,0.59375,0.40625,254,0,0,104,20,0,0.061224489795918366,1
1,0,0,3,1,0.0,0.0,199,0,2,38,26,0,0.0,1
0,0,326,6,0,0.944785276,0.055214724,7130,12,7,50,16,0,0.0,0
0,0,8,5,1,0.125,0.875,1953,4365,3,52,14,0,0.08333333333333333,1
1,0,374,2,1,0.994652406,0.005347594,2868,336709,2,28,20,0,0.037037037037037035,0
1,2,23,13,1,0.782608696,0.217391304,4284,0,1,160,21,0,0.19402985074626866,1
0,2,1,11,1,1.0,0.0,2024,0,2,68,9,0,0.014925373134328358,1
1,0,40,2,0,0.825,0.175,8369,1212797,4,24,15,0,0.0,0
1,0,4,5,1,1.0,0.0,13,0,0,41,22,0,0.025,1
1,0,261,2,0,0.904214559,0.095785441,5153,10655328,3,26,18,0,0.0,0
1,0,78,8,1,0.384615385,0.615384615,2190,156610,4,63,22,0,0.0,0
1,0,89,8,1,0.719101124,0.280898876,5585,0,5,54,16,0,0.0,0
0,0,72,2,0,1.0,0.0,2235,5965203,0,24,17,0,0.0,0
0,0,13,2,1,0.461538462,0.538461538,2581,3704884,4,32,24,0,0.0,1
0,0,22,13,1,0.181818182,0.818181818,5627,0,5,152,28,0,0.15151515151515152,1
1,1,3,6,1,1.0,0.0,-1,0,0,44,18,0,0.0,1
0,0,159,6,1,0.943396226,0.056603774,7160,2336,3,43,14,0,0.16216216216216217,0
0,1,47,2,1,0.0,1.0,1950,341948,1,39,31,0,0.0,1
1,0,12,5,0,0.75,0.25,-1,0,0,38,17,0,0.0,0
1,0,98,4,1,0.816326531,0.183673469,6055,116833,5,50,28,0,0.0,0
1,0,21,3,1,0.80952381,0.19047619,2415,825424,2,26,18,0,0.0,0
1,0,68,2,0,0.382352941,0.617647059,4781,547473,4,23,16,0,0.0,0
1,0,21,3,1,0.666666667,0.333333333,2816,0,2,32,23,0,0.0,0
1,0,165,3,1,0.836363636,0.163636364,-1,1196261,3,31,22,0,0.0,0
0,0,7,3,1,0.714285714,0.285714286,-1,3514,9,21,6,0,0.0,1
0,0,320,5,0,0.959375,0.040625,7133,12,7,42,16,0,0.0,0
0,3,33,8,1,0.242424242,0.757575758,-2,0,0,62,12,0,0.01639344262295082,1
1,4,10,8,1,0.0,1.0,3228,0,2,59,18,0,0.0,1
0,0,51,13,1,1.0,0.0,3993,5707171,0,128,50,0,0.2549019607843137,1
0,0,13,2,1,1.0,0.0,-2,0,0,23,10,0,0.0,1
1,0,59,2,1,0.796610169,0.203389831,-1,10459499,4,23,14,0,0.0,0
0,0,19,6,1,0.631578947,0.368421053,5613,0,5,44,25,0,0.07317073170731707,1
1,0,61,5,1,0.590163934,0.409836066,9897,183,8,42,14,0,0.0,0
1,0,84,6,1,1.0,0.0,7939,33059,5,57,24,0,0.0,0
0,0,11,4,1,0.0,1.0,7296,0,5,46,37,0,0.045454545454545456,1
0,0,14,2,1,0.071428571,0.928571429,7295,0,5,31,24,0,0.0,1
0,0,62,3,1,0.903225806,0.096774194,-1,411426,2,40,17,0,0.0,0
1,0,264,5,1,0.958333333,0.041666667,4278,0,2,58,26,0,0.0,0
0,2,12,64,1,0.333333333,0.666666667,6590,30,4,556,25,1,0.553072625698324,0
0,0,0,10,1,0.0,0.0,5466,616241,5,71,19,0,0.0,0
0,0,255,6,1,0.639215686,0.360784314,6072,14411,5,50,15,0,0.0,0
0,0,8,2,0,0.125,0.875,2139,309382,7,25,10,0,0.25,1
0,0,181,3,1,0.839779006,0.160220994,6256,688,6,61,30,0,0.0,0
1,0,64,8,1,0.859375,0.140625,2783,43710,5,74,23,0,0.08823529411764706,0
0,0,0,13,1,0.0,0.0,9339,21,5,122,17,0,0.22,1
0,1,40,12,1,0.9,0.1,1484,0,0,106,30,0,0.09278350515463918,1
0,0,385,5,0,0.937662338,0.062337662,7134,12,7,38,16,0,0.0,0
1,0,53,14,1,0.981132075,0.018867925,5034,0,2,107,18,0,0.0,1
0,2,0,10,1,0.0,0.0,3684,246183,4,65,9,0,0.2037037037037037,1
0,0,250,2,1,0.456,0.544,7296,0,5,32,24,0,0.0,0
1,0,46,4,1,0.891304348,0.108695652,5310,38610,5,43,19,0,0.0,0
0,1,1,13,1,1.0,0.0,5964,0,0,156,11,0,0.16417910447761194,1
0,0,0,13,1,0.0,0.0,7450,388,8,90,34,0,0.125,0
1,0,1,9,0,0.0,1.0,-1,0,0,89,81,0,0.3283582089552239,1
0,0,57,1,1,0.210526316,0.789473684,-1,562211,3,43,34,0,0.0,0
0,0,115,2,1,0.130434783,0.869565217,7299,0,5,47,39,0,0.0,0
0,0,0,7,1,0.0,0.0,7802,0,5,46,20,0,0.0,1
1,0,75,2,1,0.28,0.72,2786,1090791,3,25,16,0,0.0,0
0,0,8,2,0,1.0,0.0,1337,20989,6,29,20,0,0.0,1
1,0,0,8,1,0.0,0.0,12844,565,6,58,11,0,0.0,0
0,0,35,5,1,0.4,0.6,1574,0,0,56,20,0,0.12,1
1,0,336,7,0,0.735119048,0.264880952,9283,124,7,48,15,0,0.0,0
1,0,268,2,1,0.985074627,0.014925373,4384,0,6,30,21,0,0.0,0
0,0,4,2,1,0.0,1.0,2139,309382,7,25,10,0,0.19047619047619047,1
1,0,3,12,1,1.0,0.0,6728,0,0,84,18,1,0.024390243902439025,1
0,0,13,3,1,1.0,0.0,-1,0,3,26,14,0,0.0,1
0,0,22,9,1,0.181818182,0.818181818,5627,0,5,73,39,0,0.057971014492753624,1
0,0,51,6,1,1.0,0.0,3993,5707171,0,68,42,0,0.1724137931034483,1
1,0,49,2,1,0.714285714,0.285714286,5001,0,3,24,16,0,0.0,0
0,0,1,16,1,0.0,1.0,7086,18263,3,458,23,0,0.6900369003690037,1
0,0,16,3,0,0.5,0.5,1735,2262517,2,26,12,0,0.0,1
1,0,84,2,1,0.666666667,0.333333333,3119,77072,4,35,26,0,0.0,0
0,1,22,10,1,0.181818182,0.818181818,5616,0,5,72,40,0,0.09090909090909091,1
0,1,24,2,1,0.916666667,0.083333333,4489,0,3,31,23,0,0.0,1
0,0,51,7,1,1.0,0.0,3992,5697976,0,78,50,0,0.18181818181818182,1
0,3,22,10,1,0.181818182,0.818181818,5615,0,5,70,40,0,0.04477611940298507,1
1,0,127,5,1,0.858267717,0.141732283,4019,2272175,3,53,28,0,0.0,0
0,1,28,7,1,1.0,0.0,-1,0,0,64,23,0,0.16363636363636364,1
1,0,108,2,1,1.0,0.0,3726,123374,5,28,19,0,0.0,0
0,0,14,3,1,0.071428571,0.928571429,7296,0,5,30,21,0,0.0,1
1,1,0,4,1,0.0,0.0,343,0,0,39,22,0,0.0,1
0,0,0,2,1,0.0,0.0,2306,0,0,33,22,0,0.0,1
0,0,49,4,1,0.510204082,0.489795918,2805,0,4,42,14,0,0.0,0
1,0,0,13,1,0.0,0.0,4221,0,1,115,22,7,0.13861386138613863,0
1,0,137,9,0,0.700729927,0.299270073,7611,3706,7,68,13,0,0.0,0
0,0,44,5,1,0.659090909,0.340909091,5232,0,7,57,33,0,0.017857142857142856,0
0,1,21,11,1,0.19047619,0.80952381,5616,0,5,75,44,0,0.0,1
1,0,99,6,1,0.878787879,0.121212121,7480,628,7,54,14,0,0.0,0
0,0,1,4,1,0.0,1.0,-1,800765,2,28,12,0,0.037037037037037035,1
0,1,3,16,1,1.0,0.0,-1,0,0,220,14,0,0.5714285714285714,1
0,0,52,3,1,0.134615385,0.865384615,-1,0,4,25,6,0,0.0,1
0,0,0,1,1,0.0,0.0,7347,777104,3,21,14,0,0.0,0
0,0,0,7,1,0.0,0.0,10616,76836,5,54,15,0,0.08,0
0,0,22,7,1,0.181818182,0.818181818,5616,0,5,56,39,0,0.07692307692307693,1
0,0,286,6,1,0.688811189,0.311188811,6073,14284,5,48,17,0,0.0,0
1,1,0,7,1,0.0,0.0,2899,0,0,46,15,0,0.022222222222222223,1
1,0,161,3,0,0.788819876,0.211180124,-1,494382,4,27,15,0,0.0,0
1,0,211,8,0,0.928909953,0.071090047,7838,4087,5,63,16,0,0.0,0
1,0,3,2,1,1.0,0.0,4274,0,2,40,33,0,0.0,0
0,1,56,10,1,0.696428571,0.303571429,-1,0,1,68,11,2,0.07936507936507936,1
0,0,10,6,1,0.6,0.4,62,0,0,38,14,0,0.0,1
0,0,103,2,1,0.184466019,0.815533981,7296,2048336,5,29,21,0,0.07407407407407407,0
1,0,203,5,0,0.9408867,0.0591133,5509,1290,7,45,21,0,0.0,0
1,0,532,2,1,0.990601504,0.009398496,8332,0,3,23,14,0,0.0,0
0,0,186,5,1,0.709677419,0.290322581,6074,14203,5,47,20,0,0.0,0
1,0,32,6,1,0.84375,0.15625,-1,0,4,50,19,0,0.0,0
0,0,22,4,1,0.227272727,0.772727273,5627,0,5,54,46,0,0.2558139534883721,1
1,0,24,3,1,0.833333333,0.166666667,5778,60032,4,33,25,0,0.0,0
1,0,53,4,0,0.490566038,0.509433962,5637,2,10,47,15,0,0.0,0
0,2,0,5,1,0.0,0.0,1943,0,0,40,12,0,0.0,1
1,0,475,3,0,0.978947368,0.021052632,7906,9378,6,32,18,0,0.0,0
1,0,0,7,1,0.0,0.0,348,0,0,51,18,0,0.10869565217391304,1
0,0,60,6,1,0.283333333,0.716666667,6126,14444,4,68,30,0,0.0,0
1,1,46,9,0,0.695652174,0.304347826,-1,812786,1,67,20,0,0.0,1
0,0,0,3,1,0.0,0.0,-1,0,0,43,22,0,0.0,1
0,1,82,6,0,0.695121951,0.304878049,12710,1115,6,59,20,0,0.0,0
1,0,115,7,0,0.8,0.2,6495,7453,5,58,14,0,0.0,0
1,0,0,2,1,0.0,0.0,-1,0,1,26,18,0,0.04,0
1,0,62,2,1,1.0,0.0,258,0,0,32,24,0,0.0,1
0,0,0,3,1,0.0,0.0,90,0,2,36,17,0,0.0,1
1,3,1,8,1,1.0,0.0,7264,5313337,3,64,16,0,0.0,1
0,0,84,9,1,0.285714286,0.714285714,6122,14353,4,96,30,0,0.0,0
1,0,237,2,0,0.957805907,0.042194093,8370,520663,4,25,16,0,0.0,0
1,0,159,4,0,0.93081761,0.06918239,7900,141805,5,38,14,0,0.0,0
0,0,103,2,1,0.766990291,0.233009709,537,0,0,25,12,0,0.13636363636363635,1
0,0,9,7,1,0.0,1.0,7765,32,5,132,16,0,0.03125,1
1,1,22,9,0,0.0,1.0,9158,65,8,66,15,0,0.1,1
0,0,4,13,1,1.0,0.0,4003,5828815,0,134,50,0,0.17543859649122806,1
1,0,149,4,0,0.926174497,0.073825503,6087,1056,9,43,14,0,0.0,0
0,0,204,5,0,0.955882353,0.044117647,8233,7093,5,49,14,0,0.0,0
0,0,85,7,1,0.552941176,0.447058824,7618,2188,5,77,27,0,0.0,0
1,0,4,9,1,0.75,0.25,-1,0,0,105,21,0,0.25,1
1,0,80,2,1,0.825,0.175,-1,988977,2,26,17,0,0.0,0
0,0,12,9,1,1.0,0.0,6397,0,2,65,10,0,0.1016949152542373,1
0,0,23,7,1,0.173913043,0.826086957,29,0,0,53,15,0,0.0,1
0,4,1,15,1,1.0,0.0,1496,1096538,2,115,31,0,0.07476635514018691,1
0,0,72,4,0,0.833333333,0.166666667,2874,8543,3,40,12,0,0.0,0
0,0,0,5,1,0.0,0.0,2783,7664335,2,63,27,0,0.18867924528301888,1
1,2,17,6,0,0.764705882,0.235294118,-1,0,1,60,21,0,0.0,1
0,0,6,4,1,1.0,0.0,-1,0,0,38,16,0,0.11764705882352941,1
0,1,17,36,1,0.882352941,0.117647059,-1,0,0,464,14,1,0.4454828660436137,1
0,1,125,1,1,0.208,0.792,1,0,0,27,20,0,0.0,1
0,0,0,6,1,0.0,0.0,5658,886,6,67,22,0,0.046875,1
1,0,588,2,1,0.835034014,0.164965986,7985,5617,6,32,23,0,0.0,0
1,0,38,6,0,1.0,0.0,8941,33,7,49,12,0,0.0,0
1,0,97,2,1,1.0,0.0,1729,876628,2,25,16,0,0.0,0
0,0,18,6,1,0.5,0.5,2183,3190599,2,55,18,0,0.018518518518518517,0
1,0,377,5,1,0.604774536,0.395225464,9094,30761,5,41,15,0,0.0,0
0,0,21,7,1,0.19047619,0.80952381,5616,0,5,59,42,0,0.017241379310344827,1
1,0,63,7,1,1.0,0.0,5345,25822,5,74,23,0,0.0,0
0,0,43,8,1,0.627906977,0.372093023,134,1510715,2,91,19,0,0.1375,1
1,0,85,2,1,0.905882353,0.094117647,2805,0,1,36,28,0,0.0,0
0,0,9,4,1,1.0,0.0,7300,322560,3,55,23,0,0.0784313725490196,1
1,0,0,11,1,0.0,0.0,11272,53341,5,83,16,3,0.09210526315789473,0
1,0,18,5,0,0.5,0.5,7717,891900,4,33,13,0,0.0,0
1,2,4,6,1,1.0,0.0,3403,0,1,51,22,0,0.0,1
0,0,21,7,1,0.19047619,0.80952381,5616,0,5,56,31,1,0.2727272727272727,1
0,0,18,3,1,0.722222222,0.277777778,-1,0,0,38,12,0,0.0,1
1,0,5,12,0,0.4,0.6,5160,115,8,75,14,0,0.056338028169014086,0
1,0,190,4,1,0.994736842,0.005263158,7587,988,5,43,22,0,0.0,0
1,0,163,5,0,0.699386503,0.300613497,6995,50763,5,54,18,0,0.0,0
0,0,14,2,1,0.071428571,0.928571429,7295,0,5,35,28,0,0.029411764705882353,1
0,1,59,3,1,0.796610169,0.203389831,31,0,0,43,21,0,0.0,1
1,0,50,2,0,0.7,0.3,6091,7223668,2,20,12,0,0.0,0
0,0,23,4,1,1.0,0.0,819,0,2,47,39,0,0.09302325581395349,1
1,0,121,9,1,0.58677686,0.41322314,5132,1310,7,70,17,0,0.014492753623188406,0
1,3,43,13,1,0.558139535,0.441860465,1615,2145026,1,235,18,0,0.049107142857142856,1
1,0,46,3,1,0.869565217,0.130434783,8869,3137054,3,35,19,0,0.0,0
0,1,28,12,1,0.357142857,0.642857143,8347,1,10,111,15,0,0.037383177570093455,1
0,0,21,6,1,0.19047619,0.80952381,5614,0,5,47,38,0,0.0,1
1,0,155,2,0,0.851612903,0.148387097,8710,106251,5,18,10,0,0.0,0
1,0,78,5,1,0.884615385,0.115384615,152,5008870,0,77,27,0,0.4807692307692308,1
0,0,112,2,1,0.928571429,0.071428571,-1,0,2,18,11,0,0.0,0
1,0,94,6,0,0.85106383,0.14893617,5741,105224,5,51,15,0,0.0,0
1,0,0,4,1,0.0,0.0,570,0,2,39,22,0,0.0,1
0,0,38,3,0,0.921052632,0.078947368,4823,212735,4,37,19,0,0.0,0
1,0,17,9,0,0.0,1.0,7421,286,7,63,13,0,0.0,0
1,0,51,14,1,1.0,0.0,3992,5697976,0,131,54,0,0.1391304347826087,1
1,4,45,11,1,1.0,0.0,175,0,0,89,21,0,0.011363636363636364,1
1,0,30,2,0,0.166666667,0.833333333,5223,865185,2,34,26,0,0.0,0
1,0,65,5,0,0.876923077,0.123076923,8896,216550,4,34,15,0,0.0,0
0,0,1,3,1,1.0,0.0,2995,395612,1,26,15,0,0.04,1
0,1,1,5,1,1.0,0.0,-1,0,0,48,41,0,0.0,1
1,3,8,8,1,1.0,0.0,5804,0,2,69,17,0,0.0,1
0,1,11,5,1,0.818181818,0.181818182,4490,0,3,45,36,0,0.0,1
0,0,8,3,0,1.0,0.0,1338,22211,6,43,25,0,0.22857142857142856,1
0,0,8,5,1,0.125,0.875,1953,4365,3,53,26,0,0.019230769230769232,1
0,0,36,7,1,0.166666667,0.833333333,7297,0,5,60,30,0,0.1111111111111111,1
1,0,35,2,0,0.428571429,0.571428571,1314,3926702,3,25,16,0,0.0,0
1,0,192,9,0,0.947916667,0.052083333,7415,209388,4,51,15,0,0.0,0
0,0,34,2,1,0.764705882,0.235294118,2695,0,4,24,17,0,0.0,0
0,0,76,1,1,0.855263158,0.144736842,921,0,1,16,7,0,0.0,0
1,0,67,9,0,0.865671642,0.134328358,1925,2709,5,70,17,0,0.0,0
1,0,56,6,1,0.910714286,0.089285714,4190,0,4,55,30,0,0.0,1
0,0,28,2,1,0.25,0.75,7202,461958,2,31,23,0,0.0,1
1,0,17,2,0,0.470588235,0.529411765,4169,79428,6,25,16,0,0.0,0
0,0,5,2,1,0.0,1.0,7296,0,5,35,27,0,0.4583333333333333,1
1,0,366,2,1,0.172131148,0.827868852,5947,1433231,4,35,27,0,0.0,0
1,0,0,8,1,0.0,0.0,6898,0,4,57,19,0,0.0,0
1,1,83,7,1,0.987951807,0.012048193,1819,0,0,73,29,0,0.0,1
0,0,11,2,1,0.272727273,0.727272727,-1,3523,9,21,6,0,0.16666666666666666,1
1,0,85,6,0,0.882352941,0.117647059,7988,24244,4,57,12,0,0.0,0
0,0,14,2,1,0.071428571,0.928571429,7295,0,5,32,25,0,0.10344827586206896,1
1,0,86,6,1,0.755813953,0.244186047,-1,0,2,52,20,0,0.0,1
0,0,13,3,1,0.846153846,0.153846154,4698,0,0,33,14,0,0.0,1
1,1,56,8,1,0.696428571,0.303571429,2686,0,3,58,14,0,0.0,1
0,0,0,3,1,0.0,0.0,2521,632751,7,47,7,0,0.11904761904761904,1
0,1,10,8,0,0.0,1.0,8347,1,10,70,16,0,0.09375,1
1,2,22,10,1,0.545454545,0.454545455,2300,0,2,97,26,0,0.3472222222222222,1
1,0,734,8,0,0.991825613,0.008174387,3192,180227,3,57,15,0,0.0,0
0,0,0,3,1,0.0,0.0,-1,318914,2,54,13,0,0.9285714285714286,1
0,4,6,16,1,0.333333333,0.666666667,4609,0,3,113,17,0,0.0,1
1,0,132,2,1,0.878787879,0.121212121,4839,0,3,31,24,0,0.0,0
1,2,50,15,1,0.96,0.04,3080,0,2,110,12,0,0.047619047619047616,1
0,0,3,5,1,0.666666667,0.333333333,258,0,2,39,13,0,0.0,0
0,0,11,7,1,0.0,1.0,7296,0,5,49,36,0,0.020833333333333332,1
1,1,5,6,1,0.6,0.4,3473,0,0,45,23,0,0.0,1
1,0,270,5,0,0.766666667,0.233333333,7838,606,6,53,23,0,0.0,0
0,0,1,8,0,0.0,1.0,8348,1,10,70,16,0,0.06060606060606061,1
0,1,0,12,1,0.0,0.0,9553,4315,7,85,17,0,0.0625,0
0,0,0,3,1,0.0,0.0,560,0,2,27,19,0,0.0,1
0,0,0,5,0,0.0,0.0,4334,1041293,2,68,20,0,0.23636363636363636,1
1,0,227,6,0,0.929515419,0.070484581,5884,181,6,50,15,0,0.0,0
1,0,52,5,0,0.557692308,0.442307692,5640,2,10,43,15,0,0.04878048780487805,0
1,0,43,4,1,0.441860465,0.558139535,-1,0,2,35,15,0,0.0,0
0,0,0,4,1,0.0,0.0,295,0,0,44,36,0,0.0,1
0,0,686,7,0,0.970845481,0.029154519,7133,12,7,57,16,0,0.0,0
0,0,5,6,1,1.0,0.0,205,0,0,73,25,0,0.0,1
1,1,0,7,1,0.0,0.0,2869,10478953,0,47,13,0,0.0,1
0,0,15,19,1,0.2,0.8,5670,5824,6,132,30,0,0.2222222222222222,1
1,0,80,8,1,0.9375,0.0625,2133,11262,4,76,20,0,0.02702702702702703,0
0,0,7,3,1,0.857142857,0.142857143,7595,0,1,40,31,0,0.0,1
0,0,0,1,0,0.0,0.0,7740,420949,2,20,13,0,0.0,0
0,0,4,5,1,1.0,0.0,1834,0,0,61,35,0,0.17307692307692307,1
1,0,26,5,1,0.884615385,0.115384615,4036,6651974,0,77,26,0,0.4,1
1,0,4,14,1,1.0,0.0,4003,5816617,0,132,54,0,0.168141592920354,1
1,0,80,2,0,0.775,0.225,-1,0,3,21,12,0,0.0,0
0,0,108,8,0,0.87037037,0.12962963,8346,1,10,54,15,0,0.0,1
1,0,248,4,0,0.810483871,0.189516129,7991,6413,4,38,13,0,0.0,0
0,0,28,7,1,0.035714286,0.964285714,6382,0,3,47,35,0,0.021739130434782608,1
1,0,0,3,1,0.0,0.0,81,0,0,36,28,0,0.0,1
1,0,2,6,1,1.0,0.0,6896,0,0,52,16,0,0.0,1
0,2,1,7,0,0.0,1.0,8348,1,10,57,16,0,0.017857142857142856,1
0,0,19,8,1,0.631578947,0.368421053,5627,0,5,55,36,0,0.1956521739130435,1
0,0,145,1,1,0.944827586,0.055172414,-1,0,1,27,20,0,0.0,0
1,0,89,7,0,0.853932584,0.146067416,7812,2939,5,67,18,0,0.03076923076923077,0
0,1,15,8,1,0.866666667,0.133333333,5801,0,1,62,44,0,0.0,1
1,1,4,11,1,1.0,0.0,3150,715511,5,75,16,0,0.19047619047619047,0
0,1,31,13,1,0.483870968,0.516129032,-1,0,0,137,10,0,0.5222222222222223,1
0,0,44,1,1,1.0,0.0,95,0,0,19,11,0,0.0,1
1,0,177,6,1,0.983050847,0.016949153,5447,58454,4,54,17,0,0.0,0
0,0,130,6,1,0.930769231,0.069230769,7159,2320,3,42,14,0,0.13513513513513514,0
0,1,13,7,1,0.076923077,0.923076923,5056,0,1,63,15,0,0.0,1
0,0,51,12,1,1.0,0.0,3992,5697976,0,125,50,0,0.22549019607843138,1
0,0,169,2,1,0.591715976,0.408284024,7296,0,5,33,26,0,0.0,0
0,0,1,6,1,1.0,0.0,59,0,0,54,18,0,0.0,1
1,0,96,4,1,0.9375,0.0625,4488,2880,5,40,18,0,0.0,0
0,2,25,19,1,0.96,0.04,2188,15873,5,180,41,0,0.05263157894736842,1
0,0,12,2,1,0.0,1.0,7253,943419,1,25,18,0,0.08695652173913043,1
0,0,14,2,1,0.071428571,0.928571429,7295,0,5,30,23,0,0.034482758620689655,1
1,0,7,7,0,0.571428571,0.428571429,6724,13495,5,64,20,0,0.0,0
1,1,129,6,1,0.968992248,0.031007752,3952,3862928,4,59,21,0,0.07272727272727272,0
0,0,0,13,1,0.0,0.0,3384,0,0,102,23,0,0.009900990099009901,1
0,0,30,3,1,0.333333333,0.666666667,4618,0,0,33,21,0,0.0,1
1,0,31,5,1,0.806451613,0.193548387,2082,5020,5,52,22,0,0.0,0
